reserva_id,checkin,checkout,noites,ano,mes,canal,tipo_quarto,preco_noite,revenue_total,comissao_pct,comissao_valor,nacionalidade,num_hospedes,cancelada
1235,2023-04-16,2023-04-18,2,2023,4,Direto,Standard,75.62,151.24,0.0,0.0,Alemã,2,0
1236,2023-04-19,2023-04-22,3,2023,4,Telefone,Superior,100.17,300.51,0.0,0.0,Alemã,2,0
1237,2023-05-04,2023-05-07,3,2023,5,Airbnb,Standard,83.53,250.59,0.03,7.52,Francesa,1,0
1238,2023-05-16,2023-05-21,5,2023,5,Telefone,Standard,92.4,462.0,0.0,0.0,Alemã,3,0
1239,2023-05-08,2023-05-11,3,2023,5,Booking.com,Standard,89.57,268.71,0.15,40.31,Portuguesa,4,0
1240,2023-05-13,2023-05-20,7,2023,5,Direto,Standard,92.13,644.91,0.0,0.0,Italiana,1,0
1241,2023-05-20,2023-05-22,2,2023,5,Direto,Standard,77.14,154.28,0.0,0.0,Espanhola,4,0
1242,2023-05-05,2023-05-10,5,2023,5,Expedia,Superior,120.58,602.9,0.18,108.52,Italiana,2,0
1243,2023-05-01,2023-05-04,3,2023,5,Booking.com,Superior,123.56,370.68,0.15,55.6,Americana,3,0
1244,2023-05-27,2023-06-01,5,2023,5,Direto,Standard,91.05,455.25,0.0,0.0,Brasileira,2,0
1245,2023-05-08,2023-05-10,2,2023,5,Airbnb,Standard,78.89,157.78,0.03,4.73,Portuguesa,2,0
1246,2023-05-01,2023-05-04,3,2023,5,Direto,Suite,172.87,518.61,0.0,0.0,Britânica,2,0
1247,2023-05-17,2023-05-19,2,2023,5,Booking.com,Standard,81.72,163.44,0.15,24.52,Britânica,2,0
1248,2023-05-16,2023-05-22,6,2023,5,Telefone,Standard,80.25,481.5,0.0,0.0,Francesa,2,1
1249,2023-05-26,2023-05-30,4,2023,5,Booking.com,Superior,129.91,519.64,0.15,77.95,Alemã,3,0
1250,2023-05-12,2023-05-15,3,2023,5,Airbnb,Superior,120.61,361.83,0.03,10.85,Espanhola,4,0
1251,2023-05-06,2023-05-09,3,2023,5,Direto,Suite,169.28,507.84,0.0,0.0,Americana,3,0
1252,2023-05-15,2023-05-20,5,2023,5,Direto,Superior,119.73,598.65,0.0,0.0,Portuguesa,2,0
1253,2023-05-24,2023-05-28,4,2023,5,Expedia,Standard,84.36,337.44,0.18,60.74,Portuguesa,2,0
1254,2023-05-03,2023-05-05,2,2023,5,Direto,Superior,109.09,218.18,0.0,0.0,Portuguesa,4,0
1255,2023-05-25,2023-05-29,4,2023,5,Telefone,Standard,83.45,333.8,0.0,0.0,Brasileira,2,1
1256,2023-05-22,2023-05-23,1,2023,5,Expedia,Suite,175.59,175.59,0.18,31.61,Francesa,2,0
1257,2023-05-08,2023-05-11,3,2023,5,Booking.com,Superior,120.69,362.07,0.15,54.31,Portuguesa,3,1
1258,2023-05-08,2023-05-10,2,2023,5,Expedia,Superior,118.18,236.36,0.18,42.54,Alemã,2,0
1259,2023-05-22,2023-05-23,1,2023,5,Booking.com,Suite,189.56,189.56,0.15,28.43,Brasileira,2,1
1260,2023-05-15,2023-05-18,3,2023,5,Direto,Standard,77.64,232.92,0.0,0.0,Portuguesa,2,0
1261,2023-05-05,2023-05-09,4,2023,5,Expedia,Superior,126.11,504.44,0.18,90.8,Britânica,2,1
1262,2023-05-08,2023-05-12,4,2023,5,Airbnb,Superior,126.54,506.16,0.03,15.18,Britânica,3,1
1263,2023-05-19,2023-05-22,3,2023,5,Expedia,Standard,81.18,243.54,0.18,43.84,Francesa,2,0
1264,2023-05-26,2023-05-29,3,2023,5,Expedia,Suite,195.9,587.7,0.18,105.79,Americana,2,0
1265,2023-05-08,2023-05-10,2,2023,5,Booking.com,Standard,85.64,171.28,0.15,25.69,Britânica,3,0
1266,2023-05-17,2023-05-19,2,2023,5,Expedia,Standard,83.52,167.04,0.18,30.07,Francesa,2,0
1267,2023-05-18,2023-05-20,2,2023,5,Booking.com,Standard,84.15,168.3,0.15,25.25,Alemã,1,0
1268,2023-05-19,2023-05-23,4,2023,5,Airbnb,Standard,77.74,310.96,0.03,9.33,Alemã,2,0
1269,2023-05-24,2023-05-29,5,2023,5,Booking.com,Suite,162.55,812.75,0.15,121.91,Espanhola,3,0
1270,2023-05-08,2023-05-10,2,2023,5,Telefone,Superior,124.89,249.78,0.0,0.0,Americana,3,0
1271,2023-05-16,2023-05-19,3,2023,5,Expedia,Standard,80.95,242.85,0.18,43.71,Italiana,1,1
1272,2023-05-14,2023-05-16,2,2023,5,Expedia,Suite,194.92,389.84,0.18,70.17,Portuguesa,2,0
1273,2023-05-14,2023-05-17,3,2023,5,Booking.com,Standard,92.39,277.17,0.15,41.58,Britânica,1,0
1274,2023-05-22,2023-05-25,3,2023,5,Booking.com,Suite,179.97,539.91,0.15,80.99,Americana,2,0
1275,2023-05-26,2023-05-27,1,2023,5,Telefone,Superior,119.77,119.77,0.0,0.0,Americana,1,0
1276,2023-05-02,2023-05-05,3,2023,5,Expedia,Suite,181.52,544.56,0.18,98.02,Portuguesa,3,0
1277,2023-05-21,2023-05-22,1,2023,5,Direto,Standard,76.61,76.61,0.0,0.0,Alemã,1,0
1278,2023-05-20,2023-05-23,3,2023,5,Booking.com,Standard,77.53,232.59,0.15,34.89,Italiana,2,0
1279,2023-05-18,2023-05-21,3,2023,5,Expedia,Standard,76.78,230.34,0.18,41.46,Britânica,1,0
1280,2023-05-04,2023-05-05,1,2023,5,Airbnb,Suite,194.75,194.75,0.03,5.84,Francesa,2,0
1281,2023-05-13,2023-05-14,1,2023,5,Booking.com,Standard,90.01,90.01,0.15,13.5,Italiana,2,1
1282,2023-05-28,2023-05-31,3,2023,5,Booking.com,Superior,128.35,385.05,0.15,57.76,Portuguesa,1,0
1283,2023-05-16,2023-05-17,1,2023,5,Expedia,Standard,76.66,76.66,0.18,13.8,Brasileira,2,0
1284,2023-05-08,2023-05-13,5,2023,5,Telefone,Suite,194.21,971.05,0.0,0.0,Alemã,4,0
1285,2023-05-09,2023-05-12,3,2023,5,Airbnb,Standard,92.21,276.63,0.03,8.3,Portuguesa,1,0
1286,2023-05-27,2023-05-31,4,2023,5,Booking.com,Standard,78.95,315.8,0.15,47.37,Brasileira,4,0
1287,2023-05-18,2023-05-21,3,2023,5,Airbnb,Superior,128.39,385.17,0.03,11.56,Americana,2,0
1288,2023-05-12,2023-05-15,3,2023,5,Direto,Superior,109.88,329.64,0.0,0.0,Portuguesa,1,0
1289,2023-05-25,2023-05-28,3,2023,5,Booking.com,Superior,122.73,368.19,0.15,55.23,Americana,1,0
1290,2023-05-14,2023-05-20,6,2023,5,Telefone,Standard,82.55,495.3,0.0,0.0,Francesa,2,0
1291,2023-05-03,2023-05-06,3,2023,5,Booking.com,Superior,127.15,381.45,0.15,57.22,Britânica,1,0
1292,2023-05-01,2023-05-02,1,2023,5,Airbnb,Superior,115.6,115.6,0.03,3.47,Britânica,2,0
1293,2023-05-17,2023-05-20,3,2023,5,Booking.com,Standard,83.83,251.49,0.15,37.72,Brasileira,1,0
1294,2023-05-01,2023-05-05,4,2023,5,Expedia,Superior,126.83,507.32,0.18,91.32,Britânica,2,0
1295,2023-05-17,2023-05-19,2,2023,5,Direto,Superior,131.83,263.66,0.0,0.0,Francesa,2,0
1296,2023-05-09,2023-05-10,1,2023,5,Booking.com,Standard,78.98,78.98,0.15,11.85,Brasileira,2,0
1297,2023-05-20,2023-05-22,2,2023,5,Booking.com,Suite,187.95,375.9,0.15,56.38,Alemã,2,0
1298,2023-05-28,2023-05-30,2,2023,5,Booking.com,Standard,90.81,181.62,0.15,27.24,Americana,2,0
1299,2023-05-20,2023-05-22,2,2023,5,Direto,Superior,122.27,244.54,0.0,0.0,Alemã,2,0
1300,2023-05-19,2023-05-22,3,2023,5,Expedia,Standard,88.99,266.97,0.18,48.05,Alemã,2,0
1301,2023-05-18,2023-05-19,1,2023,5,Direto,Standard,92.35,92.35,0.0,0.0,Francesa,2,0
1302,2023-05-10,2023-05-12,2,2023,5,Telefone,Standard,88.54,177.08,0.0,0.0,Espanhola,3,0
1303,2023-05-22,2023-05-24,2,2023,5,Expedia,Standard,87.27,174.54,0.18,31.42,Francesa,3,0
1304,2023-05-17,2023-05-19,2,2023,5,Booking.com,Suite,179.25,358.5,0.15,53.77,Brasileira,2,0
1305,2023-05-03,2023-05-06,3,2023,5,Booking.com,Suite,181.33,543.99,0.15,81.6,Espanhola,3,0
1306,2023-05-22,2023-05-29,7,2023,5,Booking.com,Superior,109.06,763.42,0.15,114.51,Brasileira,4,0
1307,2023-05-24,2023-05-26,2,2023,5,Direto,Standard,78.18,156.36,0.0,0.0,Alemã,2,0
1308,2023-05-01,2023-05-03,2,2023,5,Direto,Superior,120.01,240.02,0.0,0.0,Italiana,1,0
1309,2023-05-10,2023-05-11,1,2023,5,Telefone,Standard,92.49,92.49,0.0,0.0,Americana,2,0
1310,2023-05-11,2023-05-14,3,2023,5,Expedia,Standard,83.95,251.85,0.18,45.33,Espanhola,2,0
1311,2023-05-06,2023-05-09,3,2023,5,Booking.com,Suite,185.33,555.99,0.15,83.4,Alemã,2,0
1312,2023-05-21,2023-05-25,4,2023,5,Booking.com,Standard,84.35,337.4,0.15,50.61,Francesa,1,0
1313,2023-05-14,2023-05-16,2,2023,5,Expedia,Superior,129.19,258.38,0.18,46.51,Brasileira,1,0
1314,2023-05-26,2023-05-29,3,2023,5,Booking.com,Superior,127.1,381.3,0.15,57.2,Francesa,2,0
1315,2023-06-13,2023-06-15,2,2023,6,Airbnb,Standard,106.86,213.72,0.03,6.41,Brasileira,2,0
1316,2023-06-10,2023-06-13,3,2023,6,Direto,Superior,146.66,439.98,0.0,0.0,Espanhola,2,0
1317,2023-06-13,2023-06-14,1,2023,6,Booking.com,Standard,95.27,95.27,0.15,14.29,Brasileira,2,0
1318,2023-06-06,2023-06-11,5,2023,6,Expedia,Standard,98.48,492.4,0.18,88.63,Francesa,2,0
1319,2023-06-01,2023-06-03,2,2023,6,Booking.com,Standard,89.02,178.04,0.15,26.71,Italiana,1,0
1320,2023-06-14,2023-06-17,3,2023,6,Telefone,Superior,137.86,413.58,0.0,0.0,Italiana,2,0
1321,2023-06-18,2023-06-20,2,2023,6,Booking.com,Superior,132.26,264.52,0.15,39.68,Britânica,1,0
1322,2023-06-04,2023-06-05,1,2023,6,Direto,Superior,139.37,139.37,0.0,0.0,Britânica,3,0
1323,2023-06-18,2023-06-21,3,2023,6,Booking.com,Suite,188.02,564.06,0.15,84.61,Alemã,4,0
1324,2023-06-15,2023-06-22,7,2023,6,Direto,Superior,132.42,926.94,0.0,0.0,Britânica,2,0
1325,2023-06-26,2023-06-28,2,2023,6,Expedia,Suite,218.41,436.82,0.18,78.63,Americana,3,0
1326,2023-06-26,2023-06-30,4,2023,6,Expedia,Superior,145.86,583.44,0.18,105.02,Portuguesa,2,0
1327,2023-06-19,2023-06-21,2,2023,6,Airbnb,Standard,107.11,214.22,0.03,6.43,Britânica,4,0
1328,2023-06-14,2023-06-18,4,2023,6,Telefone,Suite,191.91,767.64,0.0,0.0,Portuguesa,4,0
1329,2023-06-27,2023-06-30,3,2023,6,Booking.com,Suite,196.64,589.92,0.15,88.49,Alemã,3,0
1330,2023-06-15,2023-06-17,2,2023,6,Expedia,Superior,131.62,263.24,0.18,47.38,Espanhola,2,1
1331,2023-06-12,2023-06-17,5,2023,6,Booking.com,Superior,131.88,659.4,0.15,98.91,Italiana,4,0
1332,2023-06-15,2023-06-18,3,2023,6,Booking.com,Superior,144.42,433.26,0.15,64.99,Americana,3,0
1333,2023-06-11,2023-06-13,2,2023,6,Expedia,Suite,220.45,440.9,0.18,79.36,Britânica,2,0
1334,2023-06-02,2023-06-05,3,2023,6,Airbnb,Standard,94.7,284.1,0.03,8.52,Portuguesa,1,0
1335,2023-06-01,2023-06-03,2,2023,6,Expedia,Standard,104.74,209.48,0.18,37.71,Brasileira,2,0
1336,2023-06-09,2023-06-14,5,2023,6,Booking.com,Superior,128.59,642.95,0.15,96.44,Espanhola,2,0
1337,2023-06-10,2023-06-12,2,2023,6,Booking.com,Suite,193.15,386.3,0.15,57.95,Alemã,2,0
1338,2023-06-17,2023-06-20,3,2023,6,Booking.com,Standard,89.5,268.5,0.15,40.27,Italiana,1,0
1339,2023-06-03,2023-06-04,1,2023,6,Direto,Suite,203.78,203.78,0.0,0.0,Alemã,2,0
1340,2023-06-25,2023-06-26,1,2023,6,Booking.com,Standard,105.2,105.2,0.15,15.78,Francesa,2,0
1341,2023-06-12,2023-06-13,1,2023,6,Booking.com,Superior,141.04,141.04,0.15,21.16,Alemã,2,0
1342,2023-06-04,2023-06-05,1,2023,6,Expedia,Superior,147.93,147.93,0.18,26.63,Francesa,3,0
1343,2023-06-09,2023-06-10,1,2023,6,Expedia,Suite,199.32,199.32,0.18,35.88,Espanhola,2,0
1344,2023-06-28,2023-06-29,1,2023,6,Direto,Standard,106.38,106.38,0.0,0.0,Britânica,2,0
1345,2023-06-26,2023-06-30,4,2023,6,Booking.com,Standard,100.61,402.44,0.15,60.37,Alemã,2,0
1346,2023-06-12,2023-06-18,6,2023,6,Expedia,Superior,138.78,832.68,0.18,149.88,Americana,1,0
1347,2023-06-25,2023-06-29,4,2023,6,Airbnb,Standard,101.33,405.32,0.03,12.16,Espanhola,1,0
1348,2023-06-17,2023-06-21,4,2023,6,Booking.com,Standard,89.16,356.64,0.15,53.5,Britânica,2,0
1349,2023-06-20,2023-06-23,3,2023,6,Expedia,Superior,126.48,379.44,0.18,68.3,Francesa,2,0
1350,2023-06-13,2023-06-16,3,2023,6,Expedia,Standard,103.77,311.31,0.18,56.04,Espanhola,2,0
1351,2023-06-04,2023-06-09,5,2023,6,Telefone,Standard,92.75,463.75,0.0,0.0,Italiana,2,0
1352,2023-06-05,2023-06-06,1,2023,6,Airbnb,Superior,129.05,129.05,0.03,3.87,Portuguesa,1,1
1353,2023-06-05,2023-06-06,1,2023,6,Expedia,Superior,144.09,144.09,0.18,25.94,Britânica,3,0
1354,2023-06-09,2023-06-12,3,2023,6,Direto,Standard,96.37,289.11,0.0,0.0,Espanhola,2,0
1355,2023-06-25,2023-06-26,1,2023,6,Booking.com,Suite,193.21,193.21,0.15,28.98,Espanhola,3,0
1356,2023-06-01,2023-06-05,4,2023,6,Booking.com,Superior,124.27,497.08,0.15,74.56,Alemã,1,0
1357,2023-06-26,2023-06-27,1,2023,6,Telefone,Standard,106.75,106.75,0.0,0.0,Brasileira,2,0
1358,2023-06-04,2023-06-07,3,2023,6,Telefone,Standard,104.12,312.36,0.0,0.0,Portuguesa,1,0
1359,2023-06-10,2023-06-12,2,2023,6,Telefone,Suite,189.15,378.3,0.0,0.0,Britânica,2,0
1360,2023-06-20,2023-06-22,2,2023,6,Booking.com,Standard,99.0,198.0,0.15,29.7,Alemã,2,0
1361,2023-06-25,2023-06-30,5,2023,6,Expedia,Superior,129.59,647.95,0.18,116.63,Alemã,1,1
1362,2023-06-01,2023-06-04,3,2023,6,Booking.com,Superior,141.75,425.25,0.15,63.79,Americana,1,0
1363,2023-06-08,2023-06-11,3,2023,6,Direto,Superior,127.07,381.21,0.0,0.0,Brasileira,2,0
1364,2023-06-28,2023-07-03,5,2023,6,Telefone,Superior,126.77,633.85,0.0,0.0,Brasileira,3,0
1365,2023-06-27,2023-06-28,1,2023,6,Telefone,Standard,89.84,89.84,0.0,0.0,Brasileira,1,0
1366,2023-06-11,2023-06-13,2,2023,6,Expedia,Suite,196.1,392.2,0.18,70.6,Brasileira,3,0
1367,2023-06-25,2023-06-27,2,2023,6,Booking.com,Standard,89.44,178.88,0.15,26.83,Espanhola,1,0
1368,2023-06-07,2023-06-13,6,2023,6,Expedia,Standard,98.45,590.7,0.18,106.33,Italiana,2,0
1369,2023-06-23,2023-06-27,4,2023,6,Booking.com,Standard,101.39,405.56,0.15,60.83,Portuguesa,2,0
1370,2023-06-02,2023-06-04,2,2023,6,Booking.com,Superior,150.93,301.86,0.15,45.28,Britânica,2,1
1371,2023-06-08,2023-06-11,3,2023,6,Booking.com,Standard,96.82,290.46,0.15,43.57,Espanhola,2,0
1372,2023-06-05,2023-06-12,7,2023,6,Booking.com,Standard,104.21,729.47,0.15,109.42,Alemã,3,0
1373,2023-06-27,2023-06-29,2,2023,6,Airbnb,Superior,140.27,280.54,0.03,8.42,Espanhola,1,0
1374,2023-06-27,2023-07-02,5,2023,6,Telefone,Standard,90.49,452.45,0.0,0.0,Americana,1,1
1375,2023-06-16,2023-06-19,3,2023,6,Booking.com,Suite,204.23,612.69,0.15,91.9,Portuguesa,2,0
1376,2023-06-05,2023-06-07,2,2023,6,Booking.com,Suite,197.68,395.36,0.15,59.3,Portuguesa,2,0
1377,2023-06-03,2023-06-05,2,2023,6,Airbnb,Standard,105.23,210.46,0.03,6.31,Britânica,2,0
1378,2023-06-18,2023-06-25,7,2023,6,Airbnb,Suite,196.61,1376.27,0.03,41.29,Portuguesa,4,0
1379,2023-06-17,2023-06-22,5,2023,6,Booking.com,Superior,137.58,687.9,0.15,103.18,Americana,2,0
1380,2023-06-02,2023-06-06,4,2023,6,Booking.com,Standard,105.49,421.96,0.15,63.29,Italiana,2,0
1381,2023-06-09,2023-06-12,3,2023,6,Telefone,Suite,190.45,571.35,0.0,0.0,Portuguesa,3,1
1382,2023-06-28,2023-07-03,5,2023,6,Airbnb,Suite,202.38,1011.9,0.03,30.36,Francesa,1,0
1383,2023-06-23,2023-06-24,1,2023,6,Direto,Superior,149.43,149.43,0.0,0.0,Americana,4,0
1384,2023-06-16,2023-06-21,5,2023,6,Airbnb,Standard,107.29,536.45,0.03,16.09,Britânica,1,0
1385,2023-06-11,2023-06-13,2,2023,6,Booking.com,Superior,124.75,249.5,0.15,37.42,Alemã,3,0
1386,2023-06-05,2023-06-06,1,2023,6,Booking.com,Suite,222.24,222.24,0.15,33.34,Francesa,3,0
1387,2023-06-13,2023-06-19,6,2023,6,Direto,Suite,201.77,1210.62,0.0,0.0,Espanhola,2,0
1388,2023-06-16,2023-06-19,3,2023,6,Telefone,Superior,136.26,408.78,0.0,0.0,Americana,1,1
1389,2023-06-19,2023-06-21,2,2023,6,Direto,Suite,218.88,437.76,0.0,0.0,Francesa,2,0
1390,2023-06-19,2023-06-22,3,2023,6,Booking.com,Standard,88.01,264.03,0.15,39.6,Brasileira,3,0
1391,2023-06-20,2023-06-24,4,2023,6,Airbnb,Standard,94.2,376.8,0.03,11.3,Alemã,2,0
1392,2023-06-11,2023-06-13,2,2023,6,Expedia,Standard,89.5,179.0,0.18,32.22,Francesa,2,1
1393,2023-06-01,2023-06-03,2,2023,6,Direto,Superior,144.33,288.66,0.0,0.0,Britânica,2,0
1394,2023-07-14,2023-07-16,2,2023,7,Direto,Superior,147.36,294.72,0.0,0.0,Francesa,3,0
1395,2023-07-28,2023-07-30,2,2023,7,Booking.com,Superior,149.09,298.18,0.15,44.73,Alemã,1,0
1396,2023-07-03,2023-07-09,6,2023,7,Direto,Standard,110.59,663.54,0.0,0.0,Americana,1,0
1397,2023-07-20,2023-07-21,1,2023,7,Direto,Superior,174.9,174.9,0.0,0.0,Italiana,3,0
1398,2023-07-11,2023-07-12,1,2023,7,Airbnb,Superior,159.87,159.87,0.03,4.8,Alemã,4,0
1399,2023-07-10,2023-07-13,3,2023,7,Expedia,Suite,244.95,734.85,0.18,132.27,Alemã,1,0
1400,2023-07-03,2023-07-04,1,2023,7,Expedia,Standard,104.53,104.53,0.18,18.82,Britânica,3,0
1401,2023-07-03,2023-07-06,3,2023,7,Expedia,Standard,108.02,324.06,0.18,58.33,Italiana,3,0
1402,2023-07-18,2023-07-19,1,2023,7,Expedia,Standard,118.45,118.45,0.18,21.32,Brasileira,1,1
1403,2023-07-08,2023-07-10,2,2023,7,Booking.com,Standard,109.32,218.64,0.15,32.8,Britânica,2,0
1404,2023-07-14,2023-07-18,4,2023,7,Direto,Standard,118.61,474.44,0.0,0.0,Alemã,2,0
1405,2023-07-16,2023-07-20,4,2023,7,Direto,Standard,115.57,462.28,0.0,0.0,Alemã,2,0
1406,2023-07-26,2023-07-31,5,2023,7,Telefone,Superior,162.07,810.35,0.0,0.0,Francesa,1,0
1407,2023-07-05,2023-07-09,4,2023,7,Booking.com,Suite,265.95,1063.8,0.15,159.57,Portuguesa,2,1
1408,2023-07-09,2023-07-13,4,2023,7,Expedia,Suite,249.18,996.72,0.18,179.41,Americana,4,1
1409,2023-07-09,2023-07-11,2,2023,7,Booking.com,Standard,112.39,224.78,0.15,33.72,Italiana,4,0
1410,2023-07-05,2023-07-06,1,2023,7,Direto,Superior,171.13,171.13,0.0,0.0,Francesa,2,0
1411,2023-07-26,2023-07-30,4,2023,7,Telefone,Standard,105.7,422.8,0.0,0.0,Britânica,3,1
1412,2023-07-16,2023-07-19,3,2023,7,Direto,Standard,118.3,354.9,0.0,0.0,Portuguesa,1,0
1413,2023-07-11,2023-07-13,2,2023,7,Airbnb,Superior,158.82,317.64,0.03,9.53,Alemã,1,0
1414,2023-07-10,2023-07-14,4,2023,7,Booking.com,Standard,111.03,444.12,0.15,66.62,Britânica,3,0
1415,2023-07-24,2023-07-26,2,2023,7,Direto,Suite,229.78,459.56,0.0,0.0,Italiana,3,0
1416,2023-07-27,2023-07-29,2,2023,7,Direto,Superior,148.69,297.38,0.0,0.0,Brasileira,3,0
1417,2023-07-10,2023-07-11,1,2023,7,Direto,Suite,243.74,243.74,0.0,0.0,Brasileira,1,0
1418,2023-07-27,2023-07-31,4,2023,7,Direto,Standard,107.7,430.8,0.0,0.0,Portuguesa,2,0
1419,2023-07-17,2023-07-21,4,2023,7,Telefone,Superior,154.68,618.72,0.0,0.0,Brasileira,2,0
1420,2023-07-28,2023-07-29,1,2023,7,Booking.com,Standard,116.91,116.91,0.15,17.54,Italiana,2,0
1421,2023-07-10,2023-07-13,3,2023,7,Booking.com,Suite,255.1,765.3,0.15,114.79,Portuguesa,2,0
1422,2023-07-22,2023-07-25,3,2023,7,Airbnb,Suite,260.36,781.08,0.03,23.43,Alemã,2,0
1423,2023-07-05,2023-07-06,1,2023,7,Booking.com,Superior,170.67,170.67,0.15,25.6,Francesa,2,0
1424,2023-07-21,2023-07-27,6,2023,7,Booking.com,Suite,233.55,1401.3,0.15,210.19,Britânica,2,0
1425,2023-07-27,2023-07-30,3,2023,7,Booking.com,Standard,113.99,341.97,0.15,51.3,Brasileira,2,0
1426,2023-07-20,2023-07-23,3,2023,7,Telefone,Suite,259.49,778.47,0.0,0.0,Britânica,2,0
1427,2023-07-09,2023-07-13,4,2023,7,Booking.com,Suite,249.83,999.32,0.15,149.9,Britânica,1,0
1428,2023-07-13,2023-07-17,4,2023,7,Booking.com,Standard,122.95,491.8,0.15,73.77,Americana,2,0
1429,2023-07-13,2023-07-15,2,2023,7,Airbnb,Suite,231.31,462.62,0.03,13.88,Portuguesa,2,1
1430,2023-07-21,2023-07-24,3,2023,7,Direto,Standard,119.65,358.95,0.0,0.0,Italiana,4,0
1431,2023-07-06,2023-07-11,5,2023,7,Expedia,Suite,259.56,1297.8,0.18,233.6,Britânica,1,0
1432,2023-07-22,2023-07-23,1,2023,7,Booking.com,Suite,255.78,255.78,0.15,38.37,Americana,2,0
1433,2023-07-12,2023-07-17,5,2023,7,Booking.com,Suite,239.13,1195.65,0.15,179.35,Britânica,2,0
1434,2023-07-20,2023-07-23,3,2023,7,Booking.com,Standard,117.83,353.49,0.15,53.02,Espanhola,2,0
1435,2023-07-28,2023-07-30,2,2023,7,Booking.com,Superior,162.97,325.94,0.15,48.89,Francesa,1,0
1436,2023-07-11,2023-07-13,2,2023,7,Expedia,Superior,175.17,350.34,0.18,63.06,Francesa,3,0
1437,2023-07-09,2023-07-10,1,2023,7,Airbnb,Standard,117.84,117.84,0.03,3.54,Alemã,3,0
1438,2023-07-20,2023-07-21,1,2023,7,Direto,Standard,120.8,120.8,0.0,0.0,Brasileira,2,0
1439,2023-07-12,2023-07-13,1,2023,7,Telefone,Standard,104.14,104.14,0.0,0.0,Portuguesa,3,0
1440,2023-07-08,2023-07-11,3,2023,7,Expedia,Standard,103.37,310.11,0.18,55.82,Americana,2,0
1441,2023-07-10,2023-07-11,1,2023,7,Expedia,Standard,104.77,104.77,0.18,18.86,Italiana,3,0
1442,2023-07-16,2023-07-18,2,2023,7,Booking.com,Suite,267.08,534.16,0.15,80.12,Americana,3,0
1443,2023-07-05,2023-07-07,2,2023,7,Telefone,Suite,219.63,439.26,0.0,0.0,Alemã,3,0
1444,2023-07-21,2023-07-22,1,2023,7,Booking.com,Standard,118.2,118.2,0.15,17.73,Britânica,3,0
1445,2023-07-02,2023-07-06,4,2023,7,Airbnb,Standard,105.76,423.04,0.03,12.69,Espanhola,2,0
1446,2023-07-21,2023-07-24,3,2023,7,Expedia,Standard,106.79,320.37,0.18,57.67,Portuguesa,2,0
1447,2023-07-27,2023-07-28,1,2023,7,Airbnb,Standard,117.17,117.17,0.03,3.52,Espanhola,2,0
1448,2023-07-25,2023-07-28,3,2023,7,Booking.com,Superior,161.93,485.79,0.15,72.87,Britânica,3,1
1449,2023-07-07,2023-07-10,3,2023,7,Booking.com,Standard,106.96,320.88,0.15,48.13,Italiana,2,0
1450,2023-07-05,2023-07-08,3,2023,7,Airbnb,Suite,259.29,777.87,0.03,23.34,Espanhola,3,0
1451,2023-07-10,2023-07-12,2,2023,7,Direto,Suite,250.01,500.02,0.0,0.0,Britânica,2,0
1452,2023-07-11,2023-07-15,4,2023,7,Booking.com,Standard,109.94,439.76,0.15,65.96,Brasileira,3,0
1453,2023-07-06,2023-07-09,3,2023,7,Direto,Standard,122.83,368.49,0.0,0.0,Americana,2,0
1454,2023-07-06,2023-07-10,4,2023,7,Airbnb,Suite,223.22,892.88,0.03,26.79,Espanhola,2,1
1455,2023-07-21,2023-07-25,4,2023,7,Booking.com,Standard,122.8,491.2,0.15,73.68,Francesa,1,0
1456,2023-07-19,2023-07-21,2,2023,7,Booking.com,Suite,226.45,452.9,0.15,67.93,Italiana,3,0
1457,2023-07-22,2023-07-23,1,2023,7,Booking.com,Standard,111.5,111.5,0.15,16.72,Francesa,2,0
1458,2023-07-01,2023-07-04,3,2023,7,Direto,Standard,104.73,314.19,0.0,0.0,Alemã,4,0
1459,2023-07-22,2023-07-23,1,2023,7,Booking.com,Superior,168.5,168.5,0.15,25.27,Alemã,2,0
1460,2023-07-20,2023-07-25,5,2023,7,Airbnb,Standard,122.24,611.2,0.03,18.34,Portuguesa,1,1
1461,2023-07-25,2023-07-26,1,2023,7,Expedia,Standard,114.65,114.65,0.18,20.64,Italiana,2,0
1462,2023-07-27,2023-07-29,2,2023,7,Booking.com,Superior,163.64,327.28,0.15,49.09,Alemã,1,0
1463,2023-07-16,2023-07-18,2,2023,7,Airbnb,Standard,114.71,229.42,0.03,6.88,Portuguesa,1,0
1464,2023-07-20,2023-07-23,3,2023,7,Expedia,Standard,105.36,316.08,0.18,56.89,Britânica,3,0
1465,2023-07-27,2023-07-31,4,2023,7,Airbnb,Standard,111.1,444.4,0.03,13.33,Alemã,3,0
1466,2023-07-15,2023-07-17,2,2023,7,Direto,Superior,169.02,338.04,0.0,0.0,Espanhola,1,0
1467,2023-07-18,2023-07-22,4,2023,7,Booking.com,Standard,117.82,471.28,0.15,70.69,Americana,3,0
1468,2023-07-04,2023-07-07,3,2023,7,Booking.com,Standard,119.73,359.19,0.15,53.88,Britânica,2,0
1469,2023-07-23,2023-07-27,4,2023,7,Telefone,Standard,113.76,455.04,0.0,0.0,Americana,1,0
1470,2023-07-15,2023-07-19,4,2023,7,Telefone,Suite,247.32,989.28,0.0,0.0,Italiana,2,1
1471,2023-07-14,2023-07-15,1,2023,7,Booking.com,Standard,115.45,115.45,0.15,17.32,Italiana,4,0
